id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
45800575,Live + Work + Stay + Easy | Studio in Boston,359229620,Carolyn,,Dorchester,42.32468,-71.06231,Entire home/apt,173,91,0,,,70,365
45800583,Live + Work + Stay + Easy | Studio in Boston,359229620,Carolyn,,Dorchester,42.32468,-71.06231,Entire home/apt,168,91,0,,,70,365
45824827,"Downtown Studio Apt, Lots of Natural Light",2356643,MyBostonTrip,,Downtown,42.35033,-71.06396,Entire home/apt,102,2,6,2021-06-27,1.46,35,345
45828592,Modern 1 Bedroom Downtown! Special Monthly Price!,43045785,Alex,,North End,42.36564,-71.05251,Entire home/apt,134,29,2,2020-12-05,0.33,1,330
45838102,Pvt. Bedroom | Co-Live by Thatch | 33 #1E,814298,Thatch,,Roxbury,42.32854,-71.09378,Private room,60,30,0,,,96,63
45844741,Great public transportation to tour all of Boston!,366954587,Mario,,Dorchester,42.30736,-71.06375,Entire home/apt,150,3,9,2021-07-10,3.42,1,54
45860458,Meticulous 1 BR in the Heart of Back Bay,322334135,Nicole,,Back Bay,42.35026,-71.08765,Entire home/apt,125,91,0,,,1,90
45862289,"Large room in Jamaica Plain, plenty natural light",244309710,Dar,,Jamaica Plain,42.32128,-71.10541,Private room,45,92,0,,,1,0
45863993,1 Bedroom City Bungalow close to Downtown Boston,349400956,Danny,,East Boston,42.38109,-71.03078,Entire home/apt,149,2,3,2021-02-15,0.34,1,0
45878597,Live + Work + Stay + Easy | 1BR in Boston,359229620,Carolyn,,Dorchester,42.32468,-71.06231,Entire home/apt,199,91,0,,,70,365
45878602,Live + Work + Stay + Easy | 1BR in Boston,359229620,Carolyn,,Dorchester,42.32468,-71.06231,Entire home/apt,212,91,0,,,70,365
45878604,Live + Work + Stay + Easy | 1BR in Boston,359229620,Carolyn,,Dorchester,42.32468,-71.06231,Entire home/apt,192,91,0,,,70,365
45878987,Cozy Boston Condo with large private deck,5751309,Becca,,South Boston,42.33555,-71.05357,Entire home/apt,120,60,3,2021-05-15,0.42,1,210
45939299,skyline view brick townhouse / top of Fort Hill,8513158,Kevin,,Roxbury,42.32652,-71.09293,Entire home/apt,95,90,0,,,1,162
45948516,"Lovely Dorchester Studio w/ W/D, by Savin Hill T, by Blueground",107434423,Blueground,,Dorchester,42.309429,-71.060295,Entire home/apt,125,91,0,,,129,328
45972855,Boston's Egleston Sq 2 bdrm condo w/ parking & AC,164826,Molly,,Jamaica Plain,42.31631,-71.09878,Entire home/apt,189,2,0,,,1,165
45984708,3 BR|2.5 BA Renovated Home w/Parking Top Location!,66257167,Victoria,,Bay Village,42.35042,-71.06682,Entire home/apt,548,2,38,2021-07-08,4.62,3,29
45986472,Spacious 1BR Apt | Kitchen | Gym | Pool | Boston,9419684,Churchill,,East Boston,42.36641,-71.04095,Entire home/apt,200,15,0,,,41,364
45988903,Stylish Studio Apt | Kitchen | Gym | Pool | Boston,9419684,Churchill,,East Boston,42.36543,-71.03935,Entire home/apt,250,29,1,2021-04-03,0.30,41,364
45989572,Brand New Studio Apt | Kitchen | Pool | Gym|Boston,9419684,Churchill,,East Boston,42.36697,-71.04078,Entire home/apt,250,15,0,,,41,364
45990475,Stylish Studio | Washer/Dryer | Gym | Waterfront,30283594,Global Luxury Suites,,East Boston,42.36648,-71.04111,Entire home/apt,237,3,6,2021-06-01,3.53,34,364
45998415,"Stunning Charlestown 1BR w/ W/D, Roof Patio, Doorman, by Blueground",107434423,Blueground,,Charlestown,42.381264,-71.061592,Entire home/apt,177,91,1,2020-12-05,0.14,129,276
45998427,"Gorgeous Charlestown Studio w/ W/D, Roof Patio, Doorman, by Blueground",107434423,Blueground,,Charlestown,42.381264,-71.061592,Entire home/apt,175,91,1,2020-12-31,0.15,129,288
45998442,"Lux Charlestown 1BR w/ W/D, Roof Patio, Doorman, by Blueground(BOS309 )",107434423,Blueground,,Charlestown,42.381264,-71.061592,Entire home/apt,167,91,1,2021-04-10,0.32,129,336
45999950,Beautiful Studio | Kitchen | Pool | Gym | Boston,9419684,Churchill,,East Boston,42.36674,-71.03981,Entire home/apt,250,15,0,,,41,364
46000101,Stylish Studio Apt | Kitchen | Pool | Gym | Boston,9419684,Churchill,,East Boston,42.36661,-71.04118,Entire home/apt,250,15,0,,,41,365
46000223,Brand New Studio | Kitchen | Pool | gym | Boston,9419684,Churchill,,East Boston,42.36485,-71.04081,Entire home/apt,250,15,0,,,41,364
46000458,Spacious Studio Apt | Kitchen | Gym | Pool |Washer,9419684,Churchill,,East Boston,42.3668,-71.04106,Entire home/apt,250,15,0,,,41,364
46005070,Waterfront Studio | W/D | Pool & Gym | East Boston,30283594,Global Luxury Suites,,East Boston,42.36615,-71.03953,Entire home/apt,237,3,18,2021-06-21,2.25,34,364
46005073,Modern Studio | Pool & Gym | Parking | Boston Pier,30283594,Global Luxury Suites,,East Boston,42.36756,-71.03961,Entire home/apt,237,3,7,2021-03-21,0.93,34,364
46006191,Modern & Clean Studio Apt | Pool & Gym | Boston,30283594,Global Luxury Suites,,East Boston,42.36668,-71.03944,Entire home/apt,236,3,0,,,34,364
46006469,Furnished Studio | Kitchen+Work Desk | Waterfront,30283594,Global Luxury Suites,,East Boston,42.3668,-71.04085,Entire home/apt,236,3,4,2021-03-15,0.61,34,364
46006509,Private & Clean Studio | Pool & Gym | Waterfront,30283594,Global Luxury Suites,,East Boston,42.36676,-71.03991,Entire home/apt,236,3,4,2021-03-31,1.45,34,364
46011045,Comfortable Studio close to Downtown Boston(611),65247089,Vita,,Brighton,42.34636,-71.14067,Entire home/apt,91,29,1,2021-05-16,0.52,1,5
46025475,Live + Work + Stay + Easy | Studio in Boston,359229620,Carolyn,,Dorchester,42.32468,-71.06231,Entire home/apt,168,91,0,,,70,365
46037756,3 BR/3 BA In Historic Charlestown Neighborhood,141347907,Cordell,,Charlestown,42.38015,-71.06524,Entire home/apt,275,4,2,2021-07-05,2,1,3
46051711,"Sunny,cozy,near BC,BU,Boston,MBTA",31340713,Kama,,Brighton,42.34081,-71.15399,Entire home/apt,100,29,0,,,12,313
46052911,Lovely garden level studio steps to transportation,31340713,Kama,,Bay Village,42.3483,-71.06855,Entire home/apt,100,29,0,,,12,161
46062311,Pvt. Bedroom | Co-Live by Thatch | 31 #1B,814298,Thatch,,Roxbury,42.329247,-71.092819,Private room,48,30,0,,,96,106
46067677,(6-3) Beautiful South End Apt!,342883725,Together,,South End,42.33558,-71.07516,Entire home/apt,100,29,0,,,1,0
46074180,"Back Bay 1 Bedroom steps from Newbury Street, Prudential Center",22541573,Ken,,Fenway,42.34315,-71.08556,Entire home/apt,215,32,0,,,14,328
46074212,"Boston 2 Bedroom, Across from Fenway Park",22541573,Ken,,Fenway,42.34396,-71.09628,Entire home/apt,335,32,0,,,14,301
46074729,1 Block from Fenway Park! 1 Bedroom with Luxury Amenities,22541573,Ken,,Fenway,42.34475,-71.09832,Entire home/apt,225,32,0,,,14,288
46078424,A place that speaks on your behalf,191639793,Niki,,Roxbury,42.3215,-71.07651,Private room,50,91,0,,,1,365
46085675,1 Bedroom in Fenway Cultural District with Floor-to-Ceiling Windows,22541573,Ken,,Fenway,42.34485,-71.09832,Entire home/apt,225,32,1,2021-06-11,0.94,14,337
46107420,Chic & Comfort Boston Studio near Subway202,18110188,Cindy,,Allston,42.35256,-71.12396,Entire home/apt,160,29,0,,,20,18
46135134,Amazing Studio in the Heart of the North End,130680380,Jodie,,North End,42.36553,-71.05723,Entire home/apt,50,9,1,2021-06-13,1,4,49
46190639,Condo in the heart of the North End,46738058,Chris,,North End,42.36634,-71.05664,Entire home/apt,135,2,7,2021-06-27,2.44,1,0
46213014,Boston Two Bedroom steps from Fenway Park,22541573,Ken,,Fenway,42.34355,-71.09769,Entire home/apt,335,32,0,,,14,343
46231756,Luna code East Boston - closer than you think,87914201,Tim,,East Boston,42.36847,-71.03898,Entire home/apt,157,1,39,2021-07-09,5.18,3,268
46237380,Harborside Inn-Boutique Hotel,371898646,Mark,,Downtown,42.35881,-71.05191,Private room,228,1,2,2021-06-12,1.36,1,309
46241939,"Sunlit 2BR in South End, Comfort & elegance to WFH",2808759,Juliette,,South End,42.33929,-71.07687,Entire home/apt,125,29,1,2021-04-17,0.34,1,0
46243149,Live + Work + Stay + Easy | 1BR in Boston,359229620,Carolyn,,Dorchester,42.32468,-71.06231,Entire home/apt,189,91,0,,,70,365
46262706,Luxury Boston Apartment,158837906,Hesham,,Jamaica Plain,42.32778,-71.1125,Entire home/apt,455,29,1,2021-01-03,0.16,12,365
46330627,Pvt. Bedroom | Co-Live by Thatch | 33 #1D,814298,Thatch,,Roxbury,42.33019,-71.09215,Private room,60,30,0,,,96,121
46332155,West Roxbury Tree House Condo - Entire Unit,60362084,Bradford,,West Roxbury,42.29078,-71.15423,Entire home/apt,100,45,2,2021-04-30,0.37,1,0
46358681,"2✨2, Renovated Boston Landing- 10 min to Dwtn Bos",272437417,Estee Shlomi,,Allston,42.35554,-71.13806,Entire home/apt,199,30,4,2021-03-15,0.50,1,340
46376416,Double Bed at The Verb Hotel next to Fenway Park,371148657,Jeffrey,,Fenway,42.34464,-71.09799,Private room,146,1,8,2021-06-09,3.29,11,59
46378065,Private Room in Jamaica Plain - Huge Backyard!,373050156,Cameron,,Jamaica Plain,42.32179,-71.10841,Private room,46,91,0,,,5,228
46384720,"Lux North Station 1BR w/ Gym, Doorman, W/D, nr. TD Garden, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,201,91,0,,,129,109
46384781,"Hip North Station 1BR w/ Gym, W/D, Doorman, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,317,91,0,,,129,12
46384812,"Charming North Station 1BR w/ Gym, W/D, Doorman, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,202,91,0,,,129,0
46384832,"Equipped North Station 1BR w/ Gym, W/D, Doorman, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,313,91,0,,,129,7
46384876,"Mod North Station Studio w/ Gym, W/D, Doorman, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,248,91,0,,,129,0
46385021,"Roomy North Station 1BR w/ Gym, W/D, Doorman, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,367,91,0,,,129,351
46385048,"Serene North Station 1BR w/ Gym, W/D, Doorman, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,239,91,0,,,129,0
46385125,"Airy North Station 1BR w/ Gym, W/D, Doorman, by Blueground(BOS293)",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,313,32,0,,,129,0
46385615,"Bright Back Bay 2BR w/ W/D, Elevator, nr Newbury Street, by Blueground",107434423,Blueground,,Back Bay,42.3486,-71.08958,Entire home/apt,300,91,0,,,129,41
46385734,Designer Living in Beacon Hill,297860058,June,,Beacon Hill,42.35912,-71.07044,Entire home/apt,109,91,0,,,54,314
46388603,Dog Friendly - 10 mins from Downtown Boston,87914201,Tim,,Brighton,42.33871,-71.15387,Entire home/apt,123,1,23,2021-07-06,2.95,3,211
46391621,Private Room B in Jamaica Plain - Huge Backyard!,373050156,Cameron,,Jamaica Plain,42.32183,-71.10826,Private room,50,91,0,,,5,221
46394899,Private Room in Jamaica Plain - Huge Backyard!,373050156,Cameron,,Jamaica Plain,42.32175,-71.10852,Private room,50,91,0,,,5,193
46395073,Private Room in Jamaica Plain - Huge Backyard!,373050156,Cameron,,Jamaica Plain,42.32391,-71.10999,Private room,53,91,0,,,5,285
46395239,Private Room in Jamaica Plain - Huge Backyard!,373050156,Cameron,,Jamaica Plain,42.32204,-71.10848,Private room,56,91,0,,,5,274
46396335,"Nice 2 BR, 2BA Close to Convention Cntr & Seaport",182816239,Tom,,South Boston,42.33992,-71.05057,Entire home/apt,110,30,0,,,1,253
46418775,King Bed at The Verb Hotel with Outdoor Pool,371148657,Jeffrey,,Fenway,42.34655,-71.09719,Private room,146,1,16,2021-06-02,2.04,11,62
46419095,Double Bed Private Room at Rock and Roll Hotel,371148657,Jeffrey,,Fenway,42.34511,-71.0979,Private room,129,1,18,2021-07-08,3.02,11,0
46500481,4 Bedroom Brownstone in the Heart of the South End,12825274,Eric,,Roxbury,42.33949,-71.08316,Entire home/apt,164,91,0,,,1,200
46508985,A place of your own | Studio in Boston,359229620,Carolyn,,East Boston,42.37101,-71.04377,Entire home/apt,180,91,0,,,70,365
46514976,Large Private Bedroom in Allston,18697950,Soham,,Allston,42.34762,-71.13537,Private room,80,68,0,,,2,271
46527422,Double Bed  at The Verb Hotel with Outdoor Pool,371148657,Jeffrey,,Fenway,42.34638,-71.09663,Private room,146,1,15,2021-06-17,6.16,11,59
46527628,East Boston Apartment with WIFI and Free Parking,184268616,Daniela,,East Boston,42.39279,-71.00061,Entire home/apt,65,120,0,,,1,103
46529051,Warm Room w/Charm of late 19th Century Victorian,3201643,Michael,,Dorchester,42.31328,-71.0538,Private room,30,91,0,,,2,90
46529422,Double Bed Private Room at The Verb Hotel,371148657,Jeffrey,,Fenway,42.34603,-71.09591,Private room,193,1,25,2021-07-05,5.07,11,65
46529601,King Bed at The Verb Hotel with Outdoor Pool,371148657,Jeffrey,,Fenway,42.34648,-71.09629,Private room,146,1,35,2021-06-02,7.45,11,46
46529824,Private Room with King Bed at Rock and Roll Hotel,371148657,Jeffrey,,Fenway,42.34645,-71.09648,Private room,146,1,3,2021-05-19,0.97,11,65
46575998,"Stay Tonight, Enjoy All Boston Has To Offer",183914990,Edmund,,Downtown,42.35481,-71.06329,Entire home/apt,244,29,3,2021-01-31,0.43,6,49
46576175,"204 Boston Studio, Ready For Long & Short Stays",183914990,Edmund,,Downtown,42.35395,-71.06164,Private room,89,2,3,2021-07-06,3,6,35
46576290,"Boston Studio, Ready For Long & Short Stays 205",183914990,Edmund,,Downtown,42.3545,-71.06313,Private room,88,2,4,2021-06-26,3.64,6,31
46601936,Professionally Managed 1 Bedroom in Historic West End,22541573,Ken,,West End,42.36456,-71.06918,Entire home/apt,150,32,0,,,14,179
46602042,"West End 1 Bedroom near Hospitals, Parks, T Lines",22541573,Ken,,West End,42.36357,-71.06705,Entire home/apt,210,32,0,,,14,323
46623385,Stunning Penthouse 2+BD Under 15 Mins to Train,68674751,Olivia,,Dorchester,42.31254,-71.06221,Entire home/apt,185,2,2,2021-07-11,2,1,201
46696466,"Newly Renovated Studio, Steps to MGH,  Suffolk Uni",31340713,Kama,,Downtown,42.3613,-71.06357,Entire home/apt,94,29,0,,,12,203
46697368,"Beautiful, Fully Furnished Studio, Steps to MGH",266312920,STARS Of,,West End,42.36135,-71.06387,Entire home/apt,125,29,0,,,15,203
46733329,Lovely 2 bed in South End.  Walk to everything!,24196977,Jenny,,South End,42.34075,-71.08004,Entire home/apt,99,29,0,,,2,34
46873714,Stylish and Sophisticated 2bedroom in Beacon Hill,4061992,B. H.,,Beacon Hill,42.36013,-71.06866,Entire home/apt,199,29,2,2021-05-19,0.43,6,75
46876239,"(G5) Gorgeous 2Bedroom 1.5 bath, W/D in unit!",21184200,AirbnbQueen,,Back Bay,42.34947,-71.08379,Entire home/apt,300,2,16,2021-05-31,2.44,31,107
46915451,Newly renovated 2 bedroom on Beacon Hill A+ street,4061992,B. H.,,Beacon Hill,42.35942,-71.07142,Entire home/apt,599,2,3,2021-06-27,0.47,6,120
46925307,"Fully Furnished, Renovated 2Bed w/ Private Balcony",31340713,Kama,,Brighton,42.34319,-71.14389,Entire home/apt,200,29,0,,,12,107
46928289,"Top-floor, Renovated 2Bed w/ Balcony",266312920,STARS Of,,Brighton,42.34276,-71.14373,Entire home/apt,200,29,0,,,15,107
46964831,Spacious 4bed Loft | Downtown Boston | Beacon Hill,365116307,Brian + Heather,,Downtown,42.35705,-71.06199,Entire home/apt,426,1,3,2021-06-13,0.53,25,142
46965461,Unbeatable Location | 4bed Loft | Parking Optional,365116307,Brian + Heather,,Downtown,42.35582,-71.06216,Entire home/apt,525,1,6,2021-07-08,3.27,25,157
46966358,Washer/Dryer in-unit!  Close to MGH & Beacon Hill,365116307,Brian + Heather,,Downtown,42.35643,-71.06006,Entire home/apt,360,1,12,2021-07-01,5.29,25,141
46982246,Designer Lux 4bed Loft | Steps to the State House,365116307,Brian + Heather,,Downtown,42.35746,-71.06085,Entire home/apt,577,1,27,2021-07-06,4.40,25,107
46982433,Pet Friendly |  3bd 2ba Flat steps to Beacon Hill,365116307,Brian + Heather,,Downtown,42.35723,-71.06157,Entire home/apt,488,1,21,2021-06-30,3.44,25,152
46982800,4br/2ba | 200mbps Internet | Luxury Keyless Entry,365116307,Brian + Heather,,Downtown,42.35675,-71.06031,Entire home/apt,527,1,14,2021-07-03,11.35,25,135
46983441,4bed Loft | Steps to Boston Common + Beacon Hill,365116307,Brian + Heather,,Downtown,42.35577,-71.06246,Entire home/apt,533,1,8,2021-07-02,1.30,25,140
46983650,"Parking Available - Fully Furnished 4br, 2ba Flat!",365116307,Brian + Heather,,Downtown,42.35713,-71.06073,Entire home/apt,550,1,24,2021-06-28,5.85,25,185
46984210,Enjoy Spring Time In Boston 406,183914990,Edmund,,Downtown,42.35405,-71.06128,Entire home/apt,103,2,2,2021-06-13,1.62,6,314
46984660,504 Stay Tonight In Boston's Downtown!,183914990,Edmund,,Downtown,42.3555,-71.06125,Entire home/apt,99,2,9,2021-06-22,1.32,6,158
46988955,Brand New One Bedroom in Back Bay,9410008,Jason,,Back Bay,42.35087,-71.08898,Entire home/apt,225,10,12,2021-06-21,1.89,19,96
46991477,Large 2 BR | 1BA in the North End,9410008,Jason,,North End,42.36847,-71.05343,Entire home/apt,361,10,18,2021-06-28,5.24,19,56
47010621,Brownstone in the heart of Back Bay with parking,14233206,George,,Back Bay,42.35256,-71.07872,Entire home/apt,100,29,2,2021-03-28,0.42,1,7
47020568,"(FB2) 3 Bedroom in Fenway, Close to Hospitals! w/d",21184200,AirbnbQueen,,Fenway,42.34257,-71.10022,Entire home/apt,272,2,13,2021-06-27,2.27,31,153
47073455,Stunning & clean cozy studio in South End - Boston,107550719,Juanmari,,South End,42.344250045686884,-71.06468885424015,Entire home/apt,99,30,0,,,1,225
47076305,Allston living room/studio style~Great location!!!,173355872,Faith,,Allston,42.36144,-71.12823,Private room,51,2,8,2021-07-03,1.53,1,16
47083191,"Blue Room: Deluxe Queen bedroom, long-term rental",228246550,Dolsie,,Dorchester,42.29717,-71.07018,Private room,99,1,1,2021-04-23,0.37,4,361
47091672,"Lovely Brighton Studio w/ W/D, Gym, near T & Shops, by Blueground(BOS320)",107434423,Blueground,,Brighton,42.34799,-71.14464,Entire home/apt,162,32,0,,,129,240
47091700,"Ideal Brighton Studio w/ W/D, Doorman, near T & Dining, by Blueground(BOS321)",107434423,Blueground,,Brighton,42.34766,-71.14655,Entire home/apt,163,32,0,,,129,192
47092175,"Trendy Brighton 1BR w/ W/D, Gym, near T, Shops + Dining, by Blueground(BOS 323)",107434423,Blueground,,Brighton,42.347271,-71.145493,Entire home/apt,180,32,0,,,129,133
47092198,"Bright Brighton 1BR w/ W/D, Doorman, near T + Shopping, by Blueground ( BOS324)",107434423,Blueground,,Brighton,42.34815,-71.14435,Entire home/apt,171,32,0,,,129,297
47092230,"Gorgeous Brighton 1BR w/ W/D, Pool, near T + Dining, by Blueground(BOS 325)",107434423,Blueground,,Brighton,42.347271,-71.145493,Entire home/apt,305,32,0,,,129,339
47092243,"Sleek Brighton 1BR w/ W/D, Pool, near T & Restaurants, by Blueground(BOS 326)",107434423,Blueground,,Brighton,42.34727,-71.14549,Entire home/apt,238,32,0,,,129,62
47092332,"Cozy Brighton 1BR w/ W/D, Doorman, near T & Shopping, by Blueground(BOS 327)",107434423,Blueground,,Brighton,42.347271,-71.145493,Entire home/apt,265,32,0,,,129,359
47094818,"Modern Brighton 1BR w/ W/D, Doorman, near T + Dining, by Blueground(BOS322)",107434423,Blueground,,Brighton,42.347271,-71.145493,Entire home/apt,170,32,0,,,129,223
47107861,100 Pier 4,368944610,Carolyn,,South Boston Waterfront,42.35134,-71.04372,Entire home/apt,249,92,0,,,13,365
47137042,Charming 2br in hip neighborhood w Private Deck,9658771,Anthony,,Roslindale,42.28834,-71.13646,Entire home/apt,120,3,7,2021-06-17,1.34,2,280
47158954,Deluxe Interchangeable Twin-size Bedroom,228246550,Dolsie,,Dorchester,42.29881,-71.06848,Private room,99,1,0,,,4,345
47162783,"White Room: Queen-size bed, short-term rental",228246550,Dolsie,,Dorchester,42.29838,-71.06991,Private room,99,1,1,2021-02-15,0.20,4,337
47174982,"The Bay Room: Deluxe Full Bed, long-term rental",228246550,Dolsie,,Dorchester,42.29676,-71.06881,Private room,99,1,0,,,4,338
47183297,Spacious North End 1 BR | 1BA,9410008,Jason,,North End,42.3651,-71.05079,Entire home/apt,207,10,11,2021-06-18,11,19,60
47183492,North End 1 BR + Patio in Little Italy,9410008,Jason,,North End,42.36733,-71.05454,Entire home/apt,196,10,12,2021-06-23,2.90,19,50
47193481,"1+ Bedroom, PRIME South End Location, Deck/Grill!",43613912,Drew,,South End,42.34283,-71.07082,Entire home/apt,315,2,12,2021-06-28,2.52,3,61
47205103,"*Gorgeous space in vibrant area, steps to the t506",18110188,Cindy,,Allston,42.3523,-71.12386,Entire home/apt,200,29,0,,,20,2
47205524,*Chic & Comfort Boston Studio near Subway612,18110188,Cindy,,Allston,42.35268,-71.12548,Entire home/apt,163,29,1,2021-05-16,0.52,20,17
47205962,*Chic & Comfort Boston Studio near Subway606,18110188,Cindy,,Allston,42.35073,-71.12574,Entire home/apt,160,29,1,2021-06-19,1,20,28
47206121,*Private & convenient studio right next to T602,18110188,Cindy,,Allston,42.35263,-71.12541,Entire home/apt,160,29,0,,,20,20
47216060,"Beautiful bedroom, min from downtown and harbor",96744012,Georgina,,East Boston,42.36999,-71.03631,Private room,90,91,0,,,1,177
47217287,*Chic & Comfort Boston Apartment near Subway702,18110188,Cindy,,Allston,42.35268,-71.12548,Entire home/apt,300,29,0,,,20,16
47272572,Long term stay Grad Students/Professionals/Artists,80309080,Akili J,,Fenway,42.34219,-71.08686,Private room,35,100,0,,,1,223
47331829,"3 Bed, 1 Bath in Center North End",130680380,Jodie,,North End,42.36574,-71.05743,Entire home/apt,300,9,1,2021-06-01,0.71,4,46
47353361,Charlestown Furnished  1 bedroom Apartment M465,32532791,Marie,,Charlestown,42.37473,-71.06101,Entire home/apt,185,3,0,,,9,163
47353854,New apartment with Luxury amenities in Boston I,362014108,Jean- Luc,,Dorchester,42.30689,-71.06612,Entire home/apt,99,3,2,2021-07-05,1.05,4,83
47354776,New apartment with Luxury amenities in Boston II,362014108,Jean- Luc,,Dorchester,42.30619,-71.06677,Entire home/apt,109,3,8,2021-07-05,3.29,4,81
47355090,New apartment with Luxury amenities in Boston IV,362014108,Jean- Luc,,Dorchester,42.30528,-71.0673,Entire home/apt,120,3,8,2021-06-15,7.27,4,160
47356077,New apartment with Luxury amenities in Boston III,362014108,Jean- Luc,,Dorchester,42.30619,-71.06677,Entire home/apt,109,3,2,2021-06-22,1.87,4,79
47373862,"Simple Studio -Walk to MGH, Beacon Hill, North End",382451810,Albert,,Downtown,42.35573,-71.05994,Entire home/apt,152,1,24,2021-07-05,4.26,22,150
47374298,Airy Studio - Downtown Boston - Pet Friendly,382451810,Albert,,Downtown,42.35598,-71.05966,Entire home/apt,172,1,4,2021-07-02,1.19,22,147
47374576,Bright + Clean Studio Loft in Downtown Boston,382451810,Albert,,Downtown,42.35522,-71.05798,Entire home/apt,151,1,14,2021-06-20,3.75,22,169
47374701,Downtown Studio | Students Welcome | W/D in unit,382451810,Albert,,Downtown,42.35392,-71.05954,Entire home/apt,173,1,15,2021-07-05,3.75,22,166
47374978,Boston Fidi Studio  Laundry in Building  Fast Wifi,382451810,Albert,,Downtown,42.35596,-71.05992,Entire home/apt,164,1,40,2021-06-23,40,22,111
47375269,Downtown Boston Studio | Keyless Entry | Fast Wifi,382451810,Albert,,Downtown,42.35367,-71.05916,Entire home/apt,168,1,14,2021-07-05,5.32,22,172
47384208,Prime Location | Beacon Hill & Financial District,382451810,Albert,,Downtown,42.35427,-71.05991,Entire home/apt,197,1,28,2021-06-27,5.64,22,117
47384387,Pet Friendly Studio Walk to MGH + Downtown Boston,382451810,Albert,,Downtown,42.35582,-71.05796,Entire home/apt,191,1,30,2021-07-03,18.75,22,140
47384475,Downtown Loft | Walk Anywhere | Ideal for Nurses!,382451810,Albert,,Downtown,42.35519,-71.05994,Entire home/apt,145,1,13,2021-07-03,4.53,22,125
47384597,Luxury at a Discount!!  2br/2ba | 200mbps Internet,382451810,Albert,,Downtown,42.35397,-71.05798,Entire home/apt,254,1,13,2021-07-02,5.49,22,144
47384885,Downtown Luxury Studio | Pets Welcome | WD in Bldg,382451810,Albert,,Downtown,42.35569,-71.06002,Entire home/apt,172,1,10,2021-06-26,5.77,22,154
47385123,Modern Smart 1Bed Private Entry Historic South End,154540888,Stephanie,,South End,42.34406,-71.07001,Entire home/apt,195,29,0,,,2,324
47406533,Sunny 2 bedroom in Southie,35365790,Anda,,South Boston,42.33437,-71.05208,Entire home/apt,270,29,2,2021-06-27,1.02,1,228
47407295,Serene Studio Downtown | Close to Hospitals | Wifi,382451810,Albert,,Downtown,42.35448,-71.05795,Entire home/apt,140,1,5,2021-06-27,5,22,170
47407478,Bright & Bold Loft | Fast Wifi | Downtown Boston,382451810,Albert,,Downtown,42.35451,-71.0579,Entire home/apt,195,1,14,2021-07-01,4.24,22,122
47408174,Downtown Boston | Nurses Welcome | W/D in bldg,382451810,Albert,,Downtown,42.35397,-71.05805,Entire home/apt,205,1,20,2021-07-05,6.25,22,148
47408663,Beautiful Studio | Close to Everything | Fast Wifi,382451810,Albert,,Downtown,42.35426,-71.0598,Entire home/apt,137,1,12,2021-07-05,2.69,22,169
47422076,Huge 4-5 beds in Boston for long term lease,16605319,Limor,,Brighton,42.35082,-71.15793,Entire home/apt,225,30,0,,,2,365
47424530,Pet Friendly - Elevator - Laundry in Bldg - FIDI,275849638,Steven,,Downtown,42.35839,-71.05518,Entire home/apt,196,1,11,2021-06-08,3.79,31,145
47425133,Classic furnished 1BR in Fenway in Brownstone Bldg,275849638,Steven,,Fenway,42.34742,-71.09253,Entire home/apt,174,1,10,2021-07-02,5.26,31,149
47426948,Beautiful Back Bay Brownstone with Private Patio,275849638,Steven,,Back Bay,42.35153,-71.08175,Entire home/apt,439,2,25,2021-07-05,4.63,31,168
47428321,Luxury Boston Apartment seaport,158837906,Hesham,,South Boston Waterfront,42.35002,-71.0456,Entire home/apt,599,7,8,2021-04-04,1.30,12,361
47441090,Cozy home away from home in historic Boston,292681778,Nicole,,Roxbury,42.32987,-71.08982,Entire home/apt,98,1,22,2021-07-11,10.15,1,75
47441699,One Bedroom in historic South End of Boston,238690218,Rich,,South End,42.33769,-71.07538,Entire home/apt,100,2,0,,,1,65
47487652,Simple 1br |  Financial District | Keyless Entry,382451810,Albert,,Downtown,42.35383,-71.05845,Entire home/apt,194,1,17,2021-07-04,17,22,155
47492421,"Downtown Central Studio w Fast WIFI, Keyless Entry",382451810,Albert,,Downtown,42.35533,-71.05769,Entire home/apt,157,1,17,2021-07-05,17,22,162
47499184,"Cozy, Private Lg Rm, 40” Smart TV w/ Mini Frig, QB",278520291,Glen,,Mattapan,42.26724,-71.09757,Private room,50,1,5,2021-04-17,1.01,3,312
47499363,"Cozy, Private Small Rm 32” TV w/ Mini Frig Twin BD",278520291,Glen,,Mattapan,42.26528,-71.09754,Private room,30,1,4,2021-04-30,0.81,3,302
